A2;0;[(1, 138.86135077476501), (2, 126.9558572769165), (3, 128.3438060283661), (4, 127.11890602111816), (5, 127.14673328399658), (6, 129.3573658466339), (7, 126.21570205688477), (8, 128.03974270820618), (9, 126.35888957977295), (10, 127.75959396362305), (11, 132.30106377601624), (12, 128.5402808189392), (13, 127.35824537277222), (14, 128.09894919395447), (15, 128.61183547973633), (16, 128.74978065490723), (17, 128.33210515975952), (18, 126.7145664691925), (19, 128.0504355430603), (20, 126.01416373252869), (21, 129.7176811695099), (22, 127.13109683990479), (23, 125.88525676727295), (24, 126.14715552330017), (25, 128.07340168952942), (26, 125.28504586219788), (27, 122.56279993057251), (28, 124.78032636642456), (29, 123.03442072868347), (30, 120.40995001792908), (31, 119.66703152656555), (32, 119.88758134841919), (33, 121.12571811676025), (34, 120.19223952293396)]
A2;1;[(1, 127.39718413352966), (2, 121.03214621543884), (3, 123.64164328575134), (4, 121.65905404090881), (5, 123.26561069488525), (6, 125.184152841568), (7, 126.82679080963135), (8, 122.87722682952881), (9, 116.39839148521423), (10, 125.4032027721405), (11, 132.85071444511414), (12, 126.88243913650513), (13, 127.39592504501343), (14, 129.06908631324768), (15, 126.85775780677795), (16, 128.07012104988098), (17, 125.69852995872498), (18, 127.29533767700195), (19, 126.82884240150452), (20, 127.8369300365448), (21, 127.65088653564453), (22, 126.5018413066864), (23, 125.50182819366455), (24, 127.73502898216248), (25, 127.24605441093445), (26, 126.12323784828186), (27, 126.43942070007324), (28, 124.68335032463074), (29, 125.17199110984802), (30, 126.31509518623352), (31, 125.45017290115356), (32, 125.31205654144287), (33, 126.7401647567749), (34, 125.26782608032227), (35, 127.67218112945557), (36, 127.4107301235199), (37, 129.02919673919678), (38, 125.72433876991272), (39, 129.64258766174316), (40, 125.46300983428955), (41, 127.31317782402039), (42, 128.85169196128845), (43, 126.36825799942017), (44, 128.45402359962463), (45, 126.2308919429779), (46, 128.64214611053467), (47, 126.4872694015503), (48, 128.15428066253662), (49, 126.28748726844788)]
A2;2;[(1, 129.746276140213), (2, 123.35117721557617), (3, 125.20396995544434), (4, 124.3348708152771), (5, 128.8339865207672), (6, 122.75293517112732), (7, 126.49781966209412), (8, 124.22875714302063), (9, 123.88137459754944), (10, 125.16873550415039), (11, 128.45786571502686), (12, 122.76522564888), (13, 123.90572452545166), (14, 124.12483644485474), (15, 124.86942720413208), (16, 124.44144225120544), (17, 124.11724925041199), (18, 124.3629310131073), (19, 122.26224732398987), (20, 122.59297180175781), (21, 124.25350785255432), (22, 123.0839831829071), (23, 124.03326916694641), (24, 125.4125108718872), (25, 123.46311378479004), (26, 123.80318522453308), (27, 123.84026336669922), (28, 121.3339352607727), (29, 124.16097140312195), (30, 126.04269576072693), (31, 121.85245537757874), (32, 121.54767107963562), (33, 121.60591435432434), (34, 124.08227372169495), (35, 122.32296681404114), (36, 123.62924981117249)]
A2;3;[(1, 129.70550084114075), (2, 123.11371755599976), (3, 123.24220633506775), (4, 125.67444491386414), (5, 121.99637484550476), (6, 124.23387670516968), (7, 123.72683477401733), (8, 124.68206238746643), (9, 123.59620523452759), (10, 123.21584010124207), (11, 126.47923803329468), (12, 124.42366456985474), (13, 123.86112189292908), (14, 125.79238533973694), (15, 123.74549722671509), (16, 121.99487257003784), (17, 122.73995900154114), (18, 124.05743455886841), (19, 123.45234227180481), (20, 122.15778613090515), (21, 122.55892586708069), (22, 121.30797076225281), (23, 122.90441298484802), (24, 123.68988156318665), (25, 122.87341356277466), (26, 121.55416345596313), (27, 121.74272680282593), (28, 121.67731833457947)]
A2;4;[(1, 130.80019807815552), (2, 124.52143692970276), (3, 124.0199179649353), (4, 125.85563945770264), (5, 128.78320789337158), (6, 149.06451606750488), (7, 146.97664260864258), (8, 150.1583960056305), (9, 142.74473309516907), (10, 149.06575393676758), (11, 158.1363127231598), (12, 143.99132180213928), (13, 147.6199929714203), (14, 138.62162137031555), (15, 151.13268160820007), (16, 148.84266662597656), (17, 146.82514071464539), (18, 150.9840054512024), (19, 145.09199476242065), (20, 144.4594442844391), (21, 124.85770511627197), (22, 120.4551169872284), (23, 124.86825013160706), (24, 126.35070061683655), (25, 123.38491177558899), (26, 122.46571922302246), (27, 124.78950953483582), (28, 122.61620497703552), (29, 124.55115675926208)]
A3;0;[(1, 140.13111543655396), (2, 136.01132988929749), (3, 135.0907530784607), (4, 134.59529185295105), (5, 137.50351881980896), (6, 136.5168058872223), (7, 134.98953461647034), (8, 135.16426062583923), (9, 136.42658972740173), (10, 135.3065948486328), (11, 138.75639510154724), (12, 132.75019454956055), (13, 132.99093461036682), (14, 132.59063720703125), (15, 133.90318775177002), (16, 134.2235119342804), (17, 131.84698843955994), (18, 135.92142820358276), (19, 131.44033074378967), (20, 134.01743698120117), (21, 131.87767577171326), (22, 134.63692665100098), (23, 132.45313549041748), (24, 131.7110834121704), (25, 131.94745898246765), (26, 136.1798219680786), (27, 131.2329556941986), (28, 129.06365299224854), (29, 133.4340217113495), (30, 129.76623153686523), (31, 133.1249167919159), (32, 130.97944450378418), (33, 130.45229649543762), (34, 128.597065448761)]
A3;1;[(1, 133.31902527809143), (2, 126.39749240875244), (3, 127.4779109954834), (4, 125.79023957252502), (5, 125.28088068962097), (6, 126.99561047554016), (7, 126.17697143554688), (8, 126.90983200073242), (9, 126.04626250267029), (10, 127.20181226730347), (11, 130.5381097793579), (12, 126.76651668548584), (13, 126.03756856918335), (14, 127.1806480884552), (15, 128.95130109786987), (16, 127.38398599624634), (17, 129.1994330883026), (18, 128.6281452178955), (19, 130.22815418243408), (20, 128.33671069145203), (21, 127.92685055732727), (22, 127.50633931159973), (23, 126.60236167907715), (24, 128.41143584251404), (25, 128.9669532775879), (26, 128.27465176582336), (27, 127.23726963996887), (28, 128.95343613624573), (29, 127.0948178768158), (30, 128.97761726379395), (31, 128.76611185073853), (32, 126.57124853134155), (33, 125.83953738212585), (34, 126.98295760154724), (35, 126.50519704818726), (36, 127.56634664535522), (37, 129.18038201332092), (38, 128.00475120544434), (39, 130.37513136863708), (40, 128.42029547691345)]
A3;2;[(1, 132.66019582748413), (2, 129.8283178806305), (3, 130.63843154907227), (4, 129.4010419845581), (5, 127.30092716217041), (6, 128.47720432281494), (7, 129.7540454864502), (8, 129.4966082572937), (9, 129.77638363838196), (10, 127.03900742530823), (11, 132.4525077342987), (12, 125.50890254974365), (13, 126.34086418151855), (14, 125.904545545578), (15, 128.02378010749817), (16, 126.03369736671448), (17, 127.47702836990356), (18, 125.98431396484375), (19, 126.43758368492126), (20, 126.61076235771179), (21, 125.0150694847107), (22, 125.97747921943665), (23, 125.26731538772583), (24, 127.69298005104065), (25, 126.4820077419281)]
A3;3;[(1, 140.52456855773926), (2, 125.00162100791931), (3, 125.24105405807495), (4, 125.17719006538391), (5, 127.99518179893494), (6, 125.51578211784363), (7, 123.30547070503235), (8, 124.40396070480347), (9, 123.31943988800049), (10, 123.37813448905945), (11, 129.51289081573486), (12, 124.42413711547852), (13, 124.07245993614197), (14, 124.40569305419922), (15, 123.35926151275635), (16, 124.89666223526001), (17, 123.13121247291565), (18, 124.31016087532043), (19, 126.57662415504456), (20, 125.62635254859924), (21, 125.71853065490723), (22, 125.46120262145996), (23, 125.21091079711914), (24, 125.21299839019775), (25, 125.55994200706482), (26, 124.75797915458679), (27, 124.09415411949158), (28, 124.70184755325317), (29, 124.48623251914978), (30, 125.78791332244873), (31, 125.2552375793457)]
A3;4;[(1, 128.75879073143005), (2, 124.23176574707031), (3, 123.96063756942749), (4, 123.61873459815979), (5, 123.9712507724762), (6, 125.26472520828247), (7, 124.77619791030884), (8, 123.63552165031433), (9, 123.6224582195282), (10, 123.94268846511841), (11, 129.01817059516907), (12, 124.42026829719543), (13, 124.71255421638489), (14, 124.77723002433777), (15, 124.3878767490387), (16, 124.4219000339508), (17, 122.92684769630432), (18, 124.0580940246582), (19, 123.99304103851318), (20, 124.14086413383484), (21, 123.428471326828), (22, 123.58531308174133), (23, 125.1543779373169), (24, 123.23640179634094), (25, 123.37734651565552), (26, 123.07145643234253), (27, 124.14183187484741), (28, 125.2205662727356), (29, 124.22914505004883), (30, 123.18195986747742), (31, 123.99869775772095), (32, 123.70654225349426), (33, 124.66548824310303), (34, 123.41383242607117), (35, 124.27143120765686), (36, 124.01115155220032), (37, 124.64871072769165), (38, 124.61644291877747), (39, 124.25773072242737), (40, 124.80633068084717)]
D1;0;[(1, 174.44524765014648), (2, 163.1535143852234), (3, 163.93679356575012), (4, 163.06057167053223), (5, 163.39234280586243), (6, 163.6600112915039), (7, 163.9896433353424), (8, 163.74458718299866), (9, 163.10652899742126), (10, 162.8803722858429), (11, 167.8719413280487), (12, 163.21863651275635), (13, 162.4514501094818), (14, 162.77958607673645), (15, 162.38935351371765), (16, 163.38776755332947), (17, 163.034161567688), (18, 162.9820523262024), (19, 163.2823450565338), (20, 164.2695028781891), (21, 164.01213550567627), (22, 163.5955469608307), (23, 162.3197569847107), (24, 162.6122636795044), (25, 164.08995819091797), (26, 162.76458382606506)]
D1;1;[(1, 169.16794872283936), (2, 162.3012318611145), (3, 163.4601867198944), (4, 163.80435729026794), (5, 163.44667100906372), (6, 163.28995752334595), (7, 162.25234270095825), (8, 162.4727828502655), (9, 163.17715859413147), (10, 162.50001215934753), (11, 167.37222981452942), (12, 164.84093523025513), (13, 163.01788425445557), (14, 161.450275182724), (15, 161.9239239692688), (16, 161.56236386299133), (17, 161.50884795188904), (18, 161.68993711471558), (19, 161.9104745388031), (20, 162.3192675113678), (21, 162.3381314277649), (22, 163.14050459861755), (23, 163.20034170150757), (24, 163.82705521583557), (25, 162.7788164615631)]
D1;2;[(1, 176.96022629737854), (2, 162.50587463378906), (3, 163.58608961105347), (4, 162.7951078414917), (5, 162.4504542350769), (6, 163.8770236968994), (7, 163.72555470466614), (8, 163.2159504890442), (9, 164.12998914718628), (10, 164.77558374404907), (11, 167.30529832839966), (12, 165.4798436164856), (13, 165.777583360672), (14, 163.66086959838867), (15, 163.70545363426208), (16, 162.68538856506348), (17, 163.40164852142334), (18, 163.19721913337708), (19, 163.28934812545776), (20, 162.88078427314758), (21, 163.3204529285431)]
D1;3;[(1, 169.14385533332825), (2, 168.69528794288635), (3, 170.23162198066711), (4, 170.31359004974365), (5, 170.08978080749512), (6, 170.04135012626648), (7, 171.24548244476318), (8, 170.88871812820435), (9, 170.1129240989685), (10, 169.04996824264526), (11, 173.51823210716248), (12, 169.11119198799133), (13, 169.04814839363098), (14, 169.15967106819153), (15, 169.243173122406), (16, 169.35789227485657), (17, 170.01815938949585), (18, 174.34226965904236), (19, 170.9886953830719), (20, 170.91525077819824), (21, 170.14689254760742), (22, 170.90078949928284), (23, 170.7211995124817), (24, 170.2473156452179), (25, 169.32709074020386), (26, 169.784747838974), (27, 169.96980595588684), (28, 170.11885738372803)]
D1;4;[(1, 174.2101354598999), (2, 169.19672274589539), (3, 169.20264267921448), (4, 168.80360102653503), (5, 168.66621780395508), (6, 168.62868642807007), (7, 169.2013783454895), (8, 168.99875044822693), (9, 168.90541529655457), (10, 169.71487951278687), (11, 172.24531078338623), (12, 168.36775422096252), (13, 168.73025035858154), (14, 168.96753025054932), (15, 169.12989044189453), (16, 169.4845359325409), (17, 170.0899760723114), (18, 174.3074471950531), (19, 173.6254494190216), (20, 170.81006622314453), (21, 171.42383766174316)]
C1;0;[(1, 129.21500754356384), (2, 123.91754508018494), (3, 124.09941983222961), (4, 125.3360698223114), (5, 125.48092412948608), (6, 125.94603681564331), (7, 125.36929774284363), (8, 124.03099751472473), (9, 124.20467686653137), (10, 126.11404418945312), (11, 127.95135927200317), (12, 123.30378079414368), (13, 123.50011944770813), (14, 123.31228852272034), (15, 125.03140616416931), (16, 129.96625447273254), (17, 128.2789285182953), (18, 126.14062023162842), (19, 126.4741621017456), (20, 127.07124853134155), (21, 127.27163767814636), (22, 127.09262347221375), (23, 127.94014692306519), (24, 127.99342036247253), (25, 128.13958549499512)]
C1;1;[(1, 132.8017919063568), (2, 127.11584115028381), (3, 126.05847024917603), (4, 127.0357494354248), (5, 127.01134037971497), (6, 127.16347908973694), (7, 127.03028893470764), (8, 126.02037215232849), (9, 126.13171720504761), (10, 127.80188488960266), (11, 129.82383680343628), (12, 126.32391738891602), (13, 126.41626977920532), (14, 126.55514574050903), (15, 126.73377823829651), (16, 126.9099805355072), (17, 126.07204484939575), (18, 125.74530720710754), (19, 128.47877883911133), (20, 129.56495237350464), (21, 129.132093667984), (22, 127.96223831176758)]
C1;2;[(1, 132.44838309288025), (2, 128.40412378311157), (3, 127.9120101928711), (4, 127.5651228427887), (5, 127.59454727172852), (6, 131.5090754032135), (7, 131.29483819007874), (8, 130.75753450393677), (9, 130.66803312301636), (10, 130.41881108283997), (11, 132.1079967021942), (12, 127.37149548530579), (13, 127.31175398826599), (14, 127.45145058631897), (15, 127.60809254646301), (16, 126.50429844856262), (17, 126.41785168647766), (18, 126.3001127243042), (19, 126.91571569442749), (20, 127.26416826248169), (21, 127.54176545143127), (22, 128.79058861732483), (23, 129.14621448516846), (24, 128.91908717155457), (25, 128.4082806110382), (26, 127.42545056343079)]
