C1;3;[(1, 139.91289353370667), (2, 127.98075079917908), (3, 131.14021801948547), (4, 132.70095252990723), (5, 128.77758359909058), (6, 127.94317603111267), (7, 129.41140389442444), (8, 130.16152167320251), (9, 130.13851308822632), (10, 130.10020303726196), (11, 131.77198147773743), (12, 128.41573238372803), (13, 128.4298231601715), (14, 128.74492144584656), (15, 128.51415944099426), (16, 127.11480665206909), (17, 126.18392753601074), (18, 125.603187084198), (19, 125.82968640327454), (20, 126.1504909992218), (21, 126.57282400131226), (22, 126.67368721961975), (23, 127.172208070755), (24, 127.41752815246582), (25, 127.28977108001709), (26, 131.48302912712097), (27, 132.13681745529175), (28, 131.1661937236786), (29, 129.28402161598206)]
C1;4;[(1, 130.7298719882965), (2, 125.1204891204834), (3, 125.07936930656433), (4, 125.36311936378479), (5, 125.14027953147888), (6, 124.65426731109619), (7, 124.82767367362976), (8, 124.4742202758789), (9, 125.72172355651855), (10, 126.71334886550903), (11, 128.58718180656433), (12, 125.26559400558472), (13, 124.62018990516663), (14, 125.07536029815674), (15, 125.11973810195923), (16, 124.74503207206726), (17, 129.64804673194885), (18, 131.44440841674805), (19, 128.51620388031006), (20, 128.6469166278839), (21, 127.95203161239624), (22, 128.38259768486023), (23, 128.13888549804688), (24, 128.11724138259888), (25, 127.32718801498413), (26, 126.53638529777527), (27, 126.88565039634705), (28, 127.0729455947876), (29, 127.66205310821533), (30, 127.57054352760315), (31, 127.86909604072571), (32, 127.43018078804016)]
D2;0;[(1, 197.72976636886597), (2, 192.59698486328125), (3, 192.458251953125), (4, 189.82732820510864), (5, 189.97883701324463), (6, 189.66377329826355), (7, 189.5417070388794), (8, 189.70719385147095), (9, 189.57560753822327), (10, 190.055810213089), (11, 192.4009189605713), (12, 187.15492129325867), (13, 189.88340616226196), (14, 189.92828178405762), (15, 190.04059147834778), (16, 189.8921627998352), (17, 189.95013213157654), (18, 192.94925451278687), (19, 193.37302112579346), (20, 191.19807696342468), (21, 191.66637706756592), (22, 191.23301553726196)]
D2;1;[(1, 196.99374890327454), (2, 191.44592785835266), (3, 192.14150214195251), (4, 195.38918542861938), (5, 194.4366910457611), (6, 192.56807279586792), (7, 192.25149726867676), (8, 193.11073780059814), (9, 193.22803258895874), (10, 193.09728693962097), (11, 195.9590940475464), (12, 191.36834192276), (13, 191.6373794078827), (14, 191.41785311698914), (15, 191.34604334831238), (16, 192.06886434555054), (17, 192.09299421310425), (18, 192.30417919158936), (19, 192.88296127319336), (20, 191.90982699394226), (21, 192.02937936782837), (22, 192.45499420166016), (23, 192.81718492507935), (24, 193.39203882217407), (25, 192.74929428100586), (26, 185.53875207901), (27, 180.88138222694397), (28, 181.44448137283325), (29, 180.66537857055664)]
D2;2;[(1, 192.30204129219055), (2, 182.6116271018982), (3, 183.37907934188843), (4, 183.15669012069702), (5, 183.25937962532043), (6, 185.46152925491333), (7, 186.75766587257385), (8, 190.8359398841858), (9, 191.61133432388306), (10, 189.49066138267517), (11, 193.10368371009827), (12, 188.8361976146698), (13, 189.53308725357056), (14, 189.072083234787), (15, 189.38333463668823), (16, 189.56005334854126), (17, 188.49787950515747), (18, 188.21572923660278), (19, 188.9046332836151), (20, 188.20272707939148), (21, 189.17815351486206), (22, 187.3225803375244), (23, 188.60044121742249)]
D2;3;[(1, 194.0734293460846), (2, 189.55233120918274), (3, 189.4532709121704), (4, 188.89853930473328), (5, 189.25987815856934), (6, 189.5228877067566), (7, 189.90995478630066), (8, 191.47049570083618), (9, 190.08158421516418), (10, 190.18798279762268), (11, 193.3100643157959), (12, 188.9300298690796), (13, 189.00652289390564), (14, 189.02806401252747), (15, 188.5331995487213), (16, 189.70414805412292), (17, 188.92283248901367), (18, 190.06448936462402), (19, 190.9645094871521), (20, 189.05957651138306), (21, 189.31526279449463), (22, 189.7452516555786), (23, 189.46149158477783), (24, 188.88246750831604), (25, 188.64046907424927), (26, 187.55463075637817), (27, 187.918692111969), (28, 189.22467160224915), (29, 189.20373010635376), (30, 188.96455550193787)]
D2;4;[(1, 199.45240092277527), (2, 188.55467915534973), (3, 189.14291071891785), (4, 188.54665732383728), (5, 189.14917492866516), (6, 188.9793221950531), (7, 188.5332579612732), (8, 188.53356194496155), (9, 189.05846333503723), (10, 189.5125343799591), (11, 193.56030416488647), (12, 189.71641945838928), (13, 191.42086505889893), (14, 190.85302019119263), (15, 189.75037026405334), (16, 189.9501280784607), (17, 190.01187300682068), (18, 189.97386384010315), (19, 189.57711243629456), (20, 189.8389163017273), (21, 189.94451379776), (22, 188.98788380622864), (23, 189.12487268447876), (24, 189.49099469184875), (25, 189.37702870368958), (26, 189.34528803825378), (27, 188.65357542037964), (28, 188.46639943122864), (29, 188.39132857322693), (30, 188.0455424785614), (31, 187.9715712070465), (32, 188.28439807891846), (33, 188.59231185913086), (34, 188.814026594162), (35, 189.52536177635193), (36, 189.68289375305176), (37, 188.89147877693176), (38, 189.53689241409302), (39, 189.20484328269958)]
D3;0;[(1, 254.67832398414612), (2, 249.6950650215149), (3, 248.49574375152588), (4, 248.81959199905396), (5, 248.6246166229248), (6, 248.45302629470825), (7, 248.77818489074707), (8, 249.428395986557), (9, 248.8787989616394), (10, 249.00688886642456), (11, 253.87476587295532), (12, 248.60697174072266), (13, 249.01697397232056), (14, 248.93572521209717), (15, 248.7880895137787), (16, 249.1729564666748), (17, 248.86375665664673), (18, 249.40835213661194), (19, 249.22351169586182), (20, 252.0485806465149), (21, 250.61175298690796)]
D3;1;[(1, 259.2342953681946), (2, 251.13258814811707), (3, 250.49657273292542), (4, 250.048504114151), (5, 250.81344556808472), (6, 249.3432924747467), (7, 249.72577357292175), (8, 249.17616415023804), (9, 249.60282588005066), (10, 250.01943445205688), (11, 254.31892037391663), (12, 249.90401005744934), (13, 249.5648500919342), (14, 249.75849270820618), (15, 249.7890396118164), (16, 250.83220839500427), (17, 249.4608874320984), (18, 249.7287564277649), (19, 249.71189975738525), (20, 250.0574436187744), (21, 249.9999647140503), (22, 249.8314549922943), (23, 252.87236070632935)]
D3;2;[(1, 253.72131752967834), (2, 248.67597270011902), (3, 248.85356950759888), (4, 248.39732146263123), (5, 251.80071377754211), (6, 248.78620171546936), (7, 249.37374687194824), (8, 248.8348469734192), (9, 247.64113116264343), (10, 247.3871874809265), (11, 252.49443531036377), (12, 248.00148224830627), (13, 248.38152837753296), (14, 247.87662935256958), (15, 248.52365851402283), (16, 247.36489343643188), (17, 248.29499697685242), (18, 247.85134410858154), (19, 246.65067601203918), (20, 246.23665976524353), (21, 246.32714772224426), (22, 248.3613932132721), (23, 247.4150412082672), (24, 248.49414777755737), (25, 248.81837368011475), (26, 249.7441167831421), (27, 249.64957904815674), (28, 248.02877116203308), (29, 249.66109657287598), (30, 249.32949423789978), (31, 249.7278048992157), (32, 249.72837805747986)]
D3;3;[(1, 256.7072877883911), (2, 250.62028741836548), (3, 251.1691267490387), (4, 251.22007966041565), (5, 250.77981185913086), (6, 251.72689938545227), (7, 251.53227996826172), (8, 251.74008059501648), (9, 252.4142198562622), (10, 251.45879864692688), (11, 255.51385593414307), (12, 251.44683074951172), (13, 251.33767175674438), (14, 251.85123896598816), (15, 251.30446314811707), (16, 253.14443945884705), (17, 251.80321669578552), (18, 251.7544708251953), (19, 251.45303463935852), (20, 251.12239384651184), (21, 250.19971132278442), (22, 251.79648756980896), (23, 251.65495538711548), (24, 251.78368401527405), (25, 250.69109749794006), (26, 250.24126148223877), (27, 250.86752915382385), (28, 250.4455268383026)]
D3;4;[(1, 255.00663256645203), (2, 250.86448788642883), (3, 250.5597105026245), (4, 250.45301699638367), (5, 250.62928104400635), (6, 250.58495545387268), (7, 250.27234077453613), (8, 250.3681242465973), (9, 250.22349452972412), (10, 250.25329661369324), (11, 254.49098801612854), (12, 250.81279182434082), (13, 251.6894121170044), (14, 250.9492540359497), (15, 251.24133706092834), (16, 251.07303380966187), (17, 252.28411030769348), (18, 250.68843007087708), (19, 250.23262405395508), (20, 249.40300464630127), (21, 249.36068630218506), (22, 249.27895617485046), (23, 250.33372449874878), (24, 250.67170238494873), (25, 250.4676492214203), (26, 250.90149402618408), (27, 251.1018419265747), (28, 250.36270594596863), (29, 249.61727213859558), (30, 249.8624713420868), (31, 249.46351504325867), (32, 250.32310318946838), (33, 251.18163084983826)]
C2;0;[(1, 140.06887769699097), (2, 134.69091248512268), (3, 135.25520491600037), (4, 135.3215959072113), (5, 134.94273352622986), (6, 135.83748507499695), (7, 136.1723940372467), (8, 135.7296485900879), (9, 135.41962480545044), (10, 135.254075050354), (11, 139.2596414089203), (12, 135.64963817596436), (13, 134.318030834198), (14, 136.54852962493896), (15, 136.31918382644653), (16, 134.95887970924377), (17, 135.1462197303772), (18, 135.82663345336914), (19, 135.74968481063843), (20, 135.7106330394745), (21, 135.97451829910278), (22, 136.73886394500732), (23, 136.2012379169464), (24, 136.20373439788818), (25, 137.15380930900574)]
C2;1;[(1, 138.30440092086792), (2, 133.57087087631226), (3, 134.51861763000488), (4, 134.47838282585144), (5, 134.5636477470398), (6, 134.34231877326965), (7, 134.29739093780518), (8, 134.20621013641357), (9, 134.21094274520874), (10, 136.86172580718994), (11, 140.70055747032166), (12, 135.35671091079712), (13, 135.2889347076416), (14, 134.7407989501953), (15, 134.96160697937012), (16, 135.58892941474915), (17, 134.59998035430908), (18, 134.93543887138367), (19, 134.5190987586975), (20, 134.38650059700012), (21, 134.41492176055908), (22, 134.99881386756897), (23, 135.48953318595886), (24, 135.3065083026886), (25, 135.7765986919403), (26, 134.23191499710083), (27, 134.78214931488037), (28, 134.16373896598816), (29, 134.62792825698853), (30, 134.29020929336548), (31, 134.90479516983032), (32, 135.0629847049713), (33, 135.33294343948364), (34, 134.21484470367432), (35, 134.6388702392578), (36, 134.3454909324646)]
C2;2;[(1, 141.1832377910614), (2, 136.3549747467041), (3, 136.76537656784058), (4, 136.43848180770874), (5, 136.1094605922699), (6, 137.41510820388794), (7, 137.14959740638733), (8, 137.53758430480957), (9, 136.88522505760193), (10, 136.9509654045105), (11, 141.07011771202087), (12, 137.38125729560852), (13, 137.32787895202637), (14, 137.41196393966675), (15, 136.63039994239807), (16, 137.77500462532043), (17, 138.14246726036072), (18, 139.36255812644958), (19, 137.04950189590454), (20, 137.43412280082703), (21, 136.47874474525452), (22, 137.76183128356934), (23, 137.76081323623657), (24, 137.17701125144958), (25, 136.537499666214)]
C2;3;[(1, 140.13998174667358), (2, 134.48815655708313), (3, 135.50690817832947), (4, 134.63669180870056), (5, 134.98107266426086), (6, 135.42434525489807), (7, 135.9469199180603), (8, 135.79222655296326), (9, 135.64525723457336), (10, 135.25085496902466), (11, 139.41740441322327), (12, 135.46887016296387), (13, 134.01762080192566), (14, 134.75911259651184), (15, 135.01897048950195), (16, 135.40773177146912), (17, 134.92135643959045), (18, 135.10585236549377), (19, 135.53778219223022), (20, 134.81824612617493), (21, 134.95634388923645), (22, 135.99147415161133), (23, 137.1367769241333), (24, 135.63091015815735)]
C2;4;[(1, 145.9390754699707), (2, 136.82678747177124), (3, 137.3776741027832), (4, 138.57019519805908), (5, 137.99369525909424), (6, 136.91701889038086), (7, 136.328186750412), (8, 137.32317662239075), (9, 136.1851646900177), (10, 136.14894843101501), (11, 141.48154973983765), (12, 136.42067623138428), (13, 136.8007664680481), (14, 136.27440333366394), (15, 137.03770542144775), (16, 136.72765707969666), (17, 136.0748164653778), (18, 137.06576013565063), (19, 136.73947882652283), (20, 135.7938461303711), (21, 135.80046606063843), (22, 136.2713282108307), (23, 137.89181852340698), (24, 137.24261450767517), (25, 136.8746874332428)]
C3;0;[(1, 156.42436981201172), (2, 151.04810428619385), (3, 151.18289637565613), (4, 151.14521503448486), (5, 152.36135077476501), (6, 154.87990713119507), (7, 151.94634914398193), (8, 151.05503726005554), (9, 151.46116995811462), (10, 151.4706609249115), (11, 154.87963271141052), (12, 151.32076048851013), (13, 150.97242951393127), (14, 153.49301552772522), (15, 150.55139827728271), (16, 151.37059569358826), (17, 151.18879079818726), (18, 151.72926950454712), (19, 150.63105154037476), (20, 151.66567158699036), (21, 152.6020483970642), (22, 151.84097695350647), (23, 151.64248895645142), (24, 150.81535840034485), (25, 151.1220281124115)]
C3;1;[(1, 158.2945544719696), (2, 154.1578450202942), (3, 154.7399263381958), (4, 155.5621519088745), (5, 154.96044993400574), (6, 156.58306741714478), (7, 155.1567897796631), (8, 154.5710573196411), (9, 154.80534076690674), (10, 154.41234040260315), (11, 159.4214825630188), (12, 153.83585286140442), (13, 153.66594624519348), (14, 151.16799139976501), (15, 150.7324686050415), (16, 151.80724358558655), (17, 151.5654296875), (18, 151.26484608650208), (19, 151.4205560684204), (20, 152.29377794265747), (21, 151.15204739570618), (22, 150.7889416217804), (23, 150.90007758140564), (24, 151.752281665802), (25, 152.34543895721436), (26, 151.75616264343262), (27, 151.83942532539368), (28, 151.62008810043335), (29, 151.11261415481567), (30, 152.02210569381714), (31, 150.47708916664124)]
C3;2;[(1, 156.42141795158386), (2, 150.7251250743866), (3, 151.12881064414978), (4, 151.17175269126892), (5, 151.0534565448761), (6, 151.17810988426208), (7, 151.43490195274353), (8, 151.86370396614075), (9, 150.66958856582642), (10, 150.89623022079468), (11, 155.57409644126892), (12, 150.99839520454407), (13, 150.95117735862732), (14, 151.38181042671204), (15, 153.36144971847534), (16, 152.138032913208), (17, 153.38351845741272), (18, 150.10200476646423), (19, 151.41489005088806), (20, 150.8955578804016), (21, 150.58034348487854), (22, 152.2921884059906), (23, 151.36371183395386), (24, 151.03263688087463)]
C3;3;[(1, 154.91354036331177), (2, 149.71771121025085), (3, 149.95463013648987), (4, 150.21811604499817), (5, 149.98637890815735), (6, 151.1832730770111), (7, 151.07699155807495), (8, 150.91017866134644), (9, 150.87193965911865), (10, 151.74312353134155), (11, 157.63257718086243), (12, 153.78269410133362), (13, 152.1706998348236), (14, 151.7954385280609), (15, 152.889897108078), (16, 152.33937191963196), (17, 153.41113185882568), (18, 152.64278292655945), (19, 152.41382813453674), (20, 151.9456079006195), (21, 150.7560133934021), (22, 151.26207756996155), (23, 150.45804476737976), (24, 152.2607069015503)]
C3;4;[(1, 159.5596969127655), (2, 150.0121467113495), (3, 149.8731231689453), (4, 150.94515371322632), (5, 151.1065502166748), (6, 151.00207591056824), (7, 150.8150351047516), (8, 149.52541208267212), (9, 149.91240668296814), (10, 150.7472710609436), (11, 155.07306909561157), (12, 150.25121474266052), (13, 150.68837475776672), (14, 151.1580810546875), (15, 151.06454348564148), (16, 150.7466266155243), (17, 150.89931678771973), (18, 150.98957753181458), (19, 151.28016805648804), (20, 150.4661762714386), (21, 151.10438585281372), (22, 151.17664074897766), (23, 152.32370138168335), (24, 152.09989595413208)]
C4;0;[(1, 163.88302159309387), (2, 159.20539164543152), (3, 160.11263966560364), (4, 159.21768760681152), (5, 159.71725487709045), (6, 159.52366089820862), (7, 160.1739821434021), (8, 158.77228689193726), (9, 159.03979110717773), (10, 160.06343030929565), (11, 163.49861526489258), (12, 161.429128408432), (13, 159.57112050056458), (14, 160.33675384521484), (15, 159.0703523159027), (16, 160.01622080802917), (17, 158.91898155212402), (18, 158.68596959114075), (19, 159.86310458183289), (20, 159.25830388069153), (21, 160.2578284740448), (22, 159.58769965171814), (23, 160.1197645664215), (24, 160.5813708305359)]
C4;1;[(1, 166.51174449920654), (2, 158.76327276229858), (3, 158.1168613433838), (4, 162.73583483695984), (5, 158.59703278541565), (6, 159.12362408638), (7, 161.1205677986145), (8, 159.12202620506287), (9, 158.1618456840515), (10, 160.27910351753235), (11, 164.35117864608765), (12, 159.03396773338318), (13, 160.43879771232605), (14, 158.22116613388062), (15, 159.17968821525574), (16, 159.16416478157043), (17, 159.77601766586304), (18, 159.01904678344727), (19, 159.77066826820374), (20, 159.7204248905182), (21, 159.4031524658203), (22, 158.19904708862305), (23, 158.71075105667114), (24, 158.8188672065735)]
C4;2;[(1, 167.76943182945251), (2, 161.28923559188843), (3, 161.3588891029358), (4, 161.55788588523865), (5, 161.61113929748535), (6, 162.8101189136505), (7, 161.7565484046936), (8, 161.59829473495483), (9, 160.98263669013977), (10, 160.77566385269165), (11, 165.84645652770996), (12, 161.28857254981995), (13, 161.0990846157074), (14, 161.92298698425293), (15, 160.98838424682617), (16, 161.6476137638092), (17, 162.18107628822327), (18, 160.8859839439392), (19, 160.43615341186523), (20, 160.03099822998047), (21, 160.4875626564026)]
C4;3;[(1, 163.48084354400635), (2, 159.60287475585938), (3, 159.458749294281), (4, 159.67188143730164), (5, 159.96505761146545), (6, 159.51310062408447), (7, 159.52116990089417), (8, 160.70329976081848), (9, 162.4698679447174), (10, 161.07997465133667), (11, 164.1932737827301), (12, 158.9595959186554), (13, 160.5396957397461), (14, 159.5000603199005), (15, 160.980877161026), (16, 161.77215194702148), (17, 159.11787295341492), (18, 159.6386215686798), (19, 158.99795389175415), (20, 159.9866828918457), (21, 159.9408369064331), (22, 158.87381601333618), (23, 159.0353446006775), (24, 158.99456977844238), (25, 158.99790334701538), (26, 158.89448165893555), (27, 158.90614414215088), (28, 159.58210825920105)]
C4;4;[(1, 160.88526892662048), (2, 156.6232726573944), (3, 156.33837723731995), (4, 156.81911826133728), (5, 156.7813265323639), (6, 156.76550030708313), (7, 156.30813074111938), (8, 156.3219714164734), (9, 156.92566466331482), (10, 156.48256134986877), (11, 161.88132882118225), (12, 156.14930152893066), (13, 157.84395599365234), (14, 158.8839771747589), (15, 156.71057748794556), (16, 156.2365517616272), (17, 157.07248163223267), (18, 156.9020140171051), (19, 156.60344791412354), (20, 158.54941987991333), (21, 157.36813306808472)]
