Model;Idx;Metrics
D2;0;[('Precision', 0.18340383472600008), ('Recall', 0.35421044432131765), ('F-measure', 0.23907048391723204), ('Average_Overlap_Ratio', 0.7629293527919107), ('Precision_no_offset', 0.35759471170840307), ('Recall_no_offset', 0.7128488088736967), ('F-measure_no_offset', 0.47095073368250356), ('Average_Overlap_Ratio_no_offset', 0.528265648490549), ('Onset_Precision', 0.4384937915086676), ('Onset_Recall', 0.8740578857877804), ('Onset_F-measure', 0.5773958734578648), ('Offset_Precision', 0.4329882634829818), ('Offset_Recall', 0.8707406629925564), ('Offset_F-measure', 0.5716513595616989)]
D2;1;[('Precision', 0.1847600398856535), ('Recall', 0.3586910920884904), ('F-measure', 0.24128943788044047), ('Average_Overlap_Ratio', 0.7598348579920682), ('Precision_no_offset', 0.3583807594519186), ('Recall_no_offset', 0.7191273807187417), ('F-measure_no_offset', 0.4731387594848911), ('Average_Overlap_Ratio_no_offset', 0.5206504380106076), ('Onset_Precision', 0.43812585118729624), ('Onset_Recall', 0.8799475075601891), ('Onset_F-measure', 0.5784842532196751), ('Offset_Precision', 0.4317999602311886), ('Offset_Recall', 0.8744979882021202), ('Offset_F-measure', 0.5715444874509373)]
D2;2;[('Precision', 0.18528705921284974), ('Recall', 0.3491428363713877), ('F-measure', 0.2396985405130785), ('Average_Overlap_Ratio', 0.7635124243770999), ('Precision_no_offset', 0.36815409065771915), ('Recall_no_offset', 0.7122057901711629), ('F-measure_no_offset', 0.4805240895861232), ('Average_Overlap_Ratio_no_offset', 0.5338536031605561), ('Onset_Precision', 0.44844790013187724), ('Onset_Recall', 0.8675540697503096), ('Onset_F-measure', 0.5852732951708225), ('Offset_Precision', 0.4405061525728617), ('Offset_Recall', 0.8596709700153238), ('Offset_F-measure', 0.5764060343501084)]
D2;3;[('Precision', 0.18094972274702617), ('Recall', 0.3607002526042249), ('F-measure', 0.23859962131221019), ('Average_Overlap_Ratio', 0.7629542447224928), ('Precision_no_offset', 0.3534266210484362), ('Recall_no_offset', 0.7270047325602492), ('F-measure_no_offset', 0.4707636062443776), ('Average_Overlap_Ratio_no_offset', 0.5230904406122895), ('Onset_Precision', 0.4304362241721238), ('Onset_Recall', 0.8860415373565746), ('Onset_F-measure', 0.5733764870774701), ('Offset_Precision', 0.4237146292143859), ('Offset_Recall', 0.8793450604671956), ('Offset_F-measure', 0.5657586390665216)]
D2;4;[('Precision', 0.17924898357493985), ('Recall', 0.3602614262082366), ('F-measure', 0.23696882831478444), ('Average_Overlap_Ratio', 0.7629524646494473), ('Precision_no_offset', 0.3501916496632481), ('Recall_no_offset', 0.7253447972112217), ('F-measure_no_offset', 0.46750356501791673), ('Average_Overlap_Ratio_no_offset', 0.5213420603036946), ('Onset_Precision', 0.4285364681908372), ('Onset_Recall', 0.8880871199702063), ('Onset_F-measure', 0.5720879285716503), ('Offset_Precision', 0.42063108708748376), ('Offset_Recall', 0.8781870607036989), ('Offset_F-measure', 0.5627547539449644)]
D3;0;[('Precision', 0.18269668444070078), ('Recall', 0.3534875072089125), ('F-measure', 0.2381940073368771), ('Average_Overlap_Ratio', 0.7619185532678668), ('Precision_no_offset', 0.3597080237341049), ('Recall_no_offset', 0.7208555544691388), ('F-measure_no_offset', 0.4743060743371176), ('Average_Overlap_Ratio_no_offset', 0.5222741402350134), ('Onset_Precision', 0.4377747050632138), ('Onset_Recall', 0.878080756528314), ('Onset_F-measure', 0.5772976323429889), ('Offset_Precision', 0.4297240057924905), ('Offset_Recall', 0.870494068783498), ('Offset_F-measure', 0.5683168598715549)]
D3;1;[('Precision', 0.1807696328404023), ('Recall', 0.35974138898679014), ('F-measure', 0.2380920362815711), ('Average_Overlap_Ratio', 0.7612200146354929), ('Precision_no_offset', 0.35232718068056385), ('Recall_no_offset', 0.7231253834995891), ('F-measure_no_offset', 0.4686163177944672), ('Average_Overlap_Ratio_no_offset', 0.5273451709817681), ('Onset_Precision', 0.43043100493509096), ('Onset_Recall', 0.8842419166388028), ('Onset_F-measure', 0.5725936935702891), ('Offset_Precision', 0.4231612366249516), ('Offset_Recall', 0.8773363601477492), ('Offset_F-measure', 0.564414588489861)]
D3;2;[('Precision', 0.1780032838984351), ('Recall', 0.3545437909618436), ('F-measure', 0.23454970911646766), ('Average_Overlap_Ratio', 0.7643844245162886), ('Precision_no_offset', 0.35041323750538206), ('Recall_no_offset', 0.7173095432345555), ('F-measure_no_offset', 0.46582166447578005), ('Average_Overlap_Ratio_no_offset', 0.5228547031306102), ('Onset_Precision', 0.4296254642657319), ('Onset_Recall', 0.8799608153737363), ('Onset_F-measure', 0.5711508891937991), ('Offset_Precision', 0.423264900892147), ('Offset_Recall', 0.8749144048340968), ('Offset_F-measure', 0.5641923841005545)]
D3;3;[('Precision', 0.1795266954081387), ('Recall', 0.35709967133190396), ('F-measure', 0.23642188529304697), ('Average_Overlap_Ratio', 0.7627524420570452), ('Precision_no_offset', 0.3539029809822207), ('Recall_no_offset', 0.7261767108159386), ('F-measure_no_offset', 0.4707752182902198), ('Average_Overlap_Ratio_no_offset', 0.526587063332426), ('Onset_Precision', 0.43112768871567547), ('Onset_Recall', 0.8847161410907903), ('Onset_F-measure', 0.5734166820877481), ('Offset_Precision', 0.42332676534145464), ('Offset_Recall', 0.8767400984292242), ('Offset_F-measure', 0.5645634876583954)]
D3;4;[('Precision', 0.17853617642059058), ('Recall', 0.35123303920734145), ('F-measure', 0.23407218084290837), ('Average_Overlap_Ratio', 0.7586753436021443), ('Precision_no_offset', 0.3536325496244506), ('Recall_no_offset', 0.7179280323115212), ('F-measure_no_offset', 0.4684152108327933), ('Average_Overlap_Ratio_no_offset', 0.5251960485547154), ('Onset_Precision', 0.43285927812888175), ('Onset_Recall', 0.8792555490053793), ('Onset_F-measure', 0.5733733743066676), ('Offset_Precision', 0.42493924391123966), ('Offset_Recall', 0.8708639958409775), ('Offset_F-measure', 0.5643343301950641)]
C2;0;[('Precision', 0.16660528524001325), ('Recall', 0.34233838422601204), ('F-measure', 0.22217854440343707), ('Average_Overlap_Ratio', 0.7635331974923655), ('Precision_no_offset', 0.33212110266084793), ('Recall_no_offset', 0.700975614034925), ('F-measure_no_offset', 0.4467299066232267), ('Average_Overlap_Ratio_no_offset', 0.5206253283885993), ('Onset_Precision', 0.41887848236060415), ('Onset_Recall', 0.8834462763356238), ('Onset_F-measure', 0.5632206645276622), ('Offset_Precision', 0.4157456850779625), ('Offset_Recall', 0.8835313107702348), ('Offset_F-measure', 0.5602337601109995)]
C2;1;[('Precision', 0.16001547997722732), ('Recall', 0.33918112423288477), ('F-measure', 0.2154141391802925), ('Average_Overlap_Ratio', 0.7590389584860636), ('Precision_no_offset', 0.3247923839381174), ('Recall_no_offset', 0.7104209758284065), ('F-measure_no_offset', 0.4415476275422809), ('Average_Overlap_Ratio_no_offset', 0.4993108082335215), ('Onset_Precision', 0.40897854355676044), ('Onset_Recall', 0.8933388868143514), ('Onset_F-measure', 0.5556685486920931), ('Offset_Precision', 0.40443189525148243), ('Offset_Recall', 0.8894011947611072), ('Offset_F-measure', 0.5505368197923359)]
C2;2;[('Precision', 0.16107506864058915), ('Recall', 0.3418746556352822), ('F-measure', 0.21715546631142452), ('Average_Overlap_Ratio', 0.7626721478659708), ('Precision_no_offset', 0.3236000895267145), ('Recall_no_offset', 0.7093270539070614), ('F-measure_no_offset', 0.44065619245146354), ('Average_Overlap_Ratio_no_offset', 0.5097834395756663), ('Onset_Precision', 0.40689933248438304), ('Onset_Recall', 0.8923698661415457), ('Onset_F-measure', 0.5541277541345522), ('Offset_Precision', 0.4036440891668535), ('Offset_Recall', 0.8914604794584101), ('Offset_F-measure', 0.550789526576505)]
C2;3;[('Precision', 0.1537695982782982), ('Recall', 0.33371604198255894), ('F-measure', 0.20852136212020794), ('Average_Overlap_Ratio', 0.763444779559), ('Precision_no_offset', 0.31344173777603984), ('Recall_no_offset', 0.7009621890963145), ('F-measure_no_offset', 0.4289157635929278), ('Average_Overlap_Ratio_no_offset', 0.513532065912696), ('Onset_Precision', 0.3995589536872442), ('Onset_Recall', 0.8931387997977709), ('Onset_F-measure', 0.54659313799431), ('Offset_Precision', 0.39642387480617625), ('Offset_Recall', 0.8916371838600903), ('Offset_F-measure', 0.5432621382768956)]
C2;4;[('Precision', 0.16014422221684319), ('Recall', 0.3339982381624311), ('F-measure', 0.21438742463813923), ('Average_Overlap_Ratio', 0.7606118566163929), ('Precision_no_offset', 0.32740802886714077), ('Recall_no_offset', 0.7043980265896582), ('F-measure_no_offset', 0.44267089336418125), ('Average_Overlap_Ratio_no_offset', 0.506387851517505), ('Onset_Precision', 0.41238816334150236), ('Onset_Recall', 0.8867652677285813), ('Onset_F-measure', 0.5573520269269571), ('Offset_Precision', 0.4072028282557805), ('Offset_Recall', 0.8827255221399527), ('Offset_F-measure', 0.5516466786582179)]
C3;0;[('Precision', 0.16378066233129365), ('Recall', 0.34158420153812236), ('F-measure', 0.21930129283548733), ('Average_Overlap_Ratio', 0.7616227114620383), ('Precision_no_offset', 0.3266825669546673), ('Recall_no_offset', 0.7033977805064139), ('F-measure_no_offset', 0.44176733828939524), ('Average_Overlap_Ratio_no_offset', 0.5136849107845859), ('Onset_Precision', 0.4125719641755693), ('Onset_Recall', 0.8879970781576377), ('Onset_F-measure', 0.5577481636364836), ('Offset_Precision', 0.40948937152164533), ('Offset_Recall', 0.8875526524352001), ('Offset_F-measure', 0.5546945850886138)]
C3;1;[('Precision', 0.15292453273366802), ('Recall', 0.3402416979626486), ('F-measure', 0.2091382850003355), ('Average_Overlap_Ratio', 0.7594799277948898), ('Precision_no_offset', 0.3104157002036928), ('Recall_no_offset', 0.7134762867524456), ('F-measure_no_offset', 0.4287506029545177), ('Average_Overlap_Ratio_no_offset', 0.5015979403823504), ('Onset_Precision', 0.3923305127288221), ('Onset_Recall', 0.9019872821013741), ('Onset_F-measure', 0.5418484216747201), ('Offset_Precision', 0.38825714938319694), ('Offset_Recall', 0.8984996030741217), ('Offset_F-measure', 0.5372023087550573)]
C3;2;[('Precision', 0.1604295590372014), ('Recall', 0.3408958269644825), ('F-measure', 0.21629729029954822), ('Average_Overlap_Ratio', 0.7620786698655952), ('Precision_no_offset', 0.3229666592956095), ('Recall_no_offset', 0.7093669598705014), ('F-measure_no_offset', 0.4399650497766126), ('Average_Overlap_Ratio_no_offset', 0.5076041737114086), ('Onset_Precision', 0.407228921430755), ('Onset_Recall', 0.8940565206541049), ('Onset_F-measure', 0.5546188640123632), ('Offset_Precision', 0.4025515656625453), ('Offset_Recall', 0.8900038729624046), ('Offset_F-measure', 0.5493429283642934)]
C3;3;[('Precision', 0.16066219968015832), ('Recall', 0.34281255020260665), ('F-measure', 0.21675162223357647), ('Average_Overlap_Ratio', 0.7602774870278284), ('Precision_no_offset', 0.32249825229823714), ('Recall_no_offset', 0.7102407692809177), ('F-measure_no_offset', 0.4394484676809552), ('Average_Overlap_Ratio_no_offset', 0.507767011334081), ('Onset_Precision', 0.4042399704856745), ('Onset_Recall', 0.8893072502102318), ('Onset_F-measure', 0.550570417092071), ('Offset_Precision', 0.4023674469414965), ('Offset_Recall', 0.8921318800365097), ('Offset_F-measure', 0.5492252952234541)]
C3;4;[('Precision', 0.16412178192791035), ('Recall', 0.3462030220007128), ('F-measure', 0.22037979104627414), ('Average_Overlap_Ratio', 0.7633972309728988), ('Precision_no_offset', 0.32608246642169114), ('Recall_no_offset', 0.712228053839272), ('F-measure_no_offset', 0.4427512639491727), ('Average_Overlap_Ratio_no_offset', 0.5112121067272082), ('Onset_Precision', 0.4101258842964881), ('Onset_Recall', 0.8959606679094113), ('Onset_F-measure', 0.5568199642285353), ('Offset_Precision', 0.40550905316704333), ('Offset_Recall', 0.8917829350429187), ('Offset_F-measure', 0.5516166199235524)]
C4;0;[('Precision', 0.15119788615997354), ('Recall', 0.34104523360685063), ('F-measure', 0.20767018637589488), ('Average_Overlap_Ratio', 0.7597674602328446), ('Precision_no_offset', 0.30565486795400393), ('Recall_no_offset', 0.7126657594332754), ('F-measure_no_offset', 0.42400027225881803), ('Average_Overlap_Ratio_no_offset', 0.5023793508891604), ('Onset_Precision', 0.38685939963017785), ('Onset_Recall', 0.9021189435093849), ('Onset_F-measure', 0.53655934400523), ('Offset_Precision', 0.3829511024550703), ('Offset_Recall', 0.8988883245210585), ('Offset_F-measure', 0.5320980138036797)]
C4;1;[('Precision', 0.1454746693095377), ('Recall', 0.335528134483816), ('F-measure', 0.201146746964023), ('Average_Overlap_Ratio', 0.7593351875589056), ('Precision_no_offset', 0.29590443197731503), ('Recall_no_offset', 0.70437057202689), ('F-measure_no_offset', 0.41299559508826306), ('Average_Overlap_Ratio_no_offset', 0.5011206030581861), ('Onset_Precision', 0.3787958831321016), ('Onset_Recall', 0.9017318687063582), ('Onset_F-measure', 0.5286015953492392), ('Offset_Precision', 0.3779296081448044), ('Offset_Recall', 0.905558484866855), ('Offset_F-measure', 0.5283350632628164)]
C4;2;[('Precision', 0.15101564290615407), ('Recall', 0.3387286352125711), ('F-measure', 0.20690809332344662), ('Average_Overlap_Ratio', 0.7567840042235814), ('Precision_no_offset', 0.3063971980683436), ('Recall_no_offset', 0.7120199746606063), ('F-measure_no_offset', 0.4242692615775735), ('Average_Overlap_Ratio_no_offset', 0.5003430643583974), ('Onset_Precision', 0.3893513865082926), ('Onset_Recall', 0.9051805061233466), ('Onset_F-measure', 0.5391222200518914), ('Offset_Precision', 0.3858928518501322), ('Offset_Recall', 0.9032165138563454), ('Offset_F-measure', 0.5353238394175179)]
C4;3;[('Precision', 0.1570354522151393), ('Recall', 0.3420211246827227), ('F-measure', 0.21319280032603313), ('Average_Overlap_Ratio', 0.7607751430477212), ('Precision_no_offset', 0.3145537165224806), ('Recall_no_offset', 0.7085411857937731), ('F-measure_no_offset', 0.43149079141510743), ('Average_Overlap_Ratio_no_offset', 0.5082956306800299), ('Onset_Precision', 0.3976873151795009), ('Onset_Recall', 0.8959043941766852), ('Onset_F-measure', 0.5454576690560149), ('Offset_Precision', 0.39442846865121184), ('Offset_Recall', 0.8948066107167928), ('Offset_F-measure', 0.5420467655454115)]
C4;4;[('Precision', 0.14702682412024062), ('Recall', 0.33270154031075744), ('F-measure', 0.20196103764304613), ('Average_Overlap_Ratio', 0.7588750818331422), ('Precision_no_offset', 0.30217213284692906), ('Recall_no_offset', 0.7072628399740815), ('F-measure_no_offset', 0.41935018056737017), ('Average_Overlap_Ratio_no_offset', 0.5004021552659347), ('Onset_Precision', 0.3853266913702936), ('Onset_Recall', 0.9015736441592932), ('Onset_F-measure', 0.5346204742299627), ('Offset_Precision', 0.3824854744551748), ('Offset_Recall', 0.9010086264499332), ('Offset_F-measure', 0.5316591827542958)]
